"session","session_id","study_id","iteration","created","modified","ended","expired","consent_text_mandatory","Q2","Q4_oa","Q4_rdm","Q4_fair","Q4_code","Q4_material","Q4_prereg","Q4_rr","Q5_oa","Q5_rdm","Q5_fair","Q5_code","Q5_material","Q5_prereg","Q5_rr","Q6_oa","Q6_rdm","Q6_fair","Q6_code","Q6_material","Q6_prereg","Q6_rr","Q6_oa_comment","Q6_rdm_comment","Q6_fair_comment","Q6_code_comment","Q6_material_comment","Q6_prereg_comment","Q6_rr_comment","Q7_oa","Q7_rdm","Q7_fair","Q7_code","Q7_material","Q7_prereg","Q7_rr","Q7_oa_comment","Q7_rdm_comment","Q7_fair_comment","Q7_code_comment","Q7_material_comment","Q7_prereg_comment","Q7_rr_comment","Q10_oa","Q10_rdm","Q10_fair","Q10_ethics","Q10_privacy","Q10_code","Q10_material","Q10_license","Q10_prereg","Q10_other_1","Q10_other_2","Q10_other_3","Q11_online","Q11_colloquium","Q11_consulting","Q11_mentoring","Q11_network","Q11_other_1","Q11_other_2","Q11_other_3","Q8_nb_pub","Q8_IF","Q8_quality","Q8_author_role","Q8_citation","Q8_grant","Q8_impact","Q8_teaching","Q8_supervision","Q8_services","Q8_citizenship","Q8_awards","Q8_network","Q8_ORPs","Q8_other_1","Q8_other_2","Q8_other_3","Q9_nb_pub","Q9_IF","Q9_quality","Q9_author_role","Q9_citation","Q9_grant","Q9_impact","Q9_teaching","Q9_supervision","Q9_services","Q9_citizenship","Q9_awards","Q9_network","Q9_ORPs","Q9_other_1","Q9_other_2","Q9_other_3","Q13","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q10_recruitment"
"R6oI4_7CDfr5F_jDazmYup6volWjTU3F8BcDnv1af1BJ66_mUPqFBKJACnrexXQo","184270","592","129","2025-01-08 10:05:58","2025-01-08 10:15:52","","","1","SupportStaff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRVFiQcocVJkKkdgkmTG1ZByjo-kGid9UKX_r9vLAS7hgUfSCYF95MZCyefVGfld","184323","592","130","2025-01-08 10:49:31","2025-01-08 10:49:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mg1O2Yt5V4A3tRK3KsFhvSKIKvR0r7DRsHwjs2rQrks22mRB116Hl8Exq8CDSC9w","184324","592","131","2025-01-08 10:49:31","2025-01-08 10:49:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"qZUpsQ0YvTvoWsXTHXj3hJSJmZqAFCn76v2WtkcL_Oq9NRAbCRaIBAgbgbcKX_q2","184325","592","132","2025-01-08 10:50:09","2025-01-08 12:26:54","2025-01-08 12:26:54","","1","PostDocs","practicing","aware","practicing","practicing","practicing","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","detrimental","beneficial","none","infrastructure, policy","none","none","none","infrastructure, training, norms, policy","infrastructure, training, norms, policy","","","","","","","","no","no","no","no","no","unsure","unsure","","","","","","","","none_needed","workshop","written","workshop","written","workshop","written","written","workshop","","","","essential","useful","useful","essential","useful","","","","considerably","considerably","unsure","considerably","unsure","considerably","unsure","slightly","unsure","unsure","unsure","considerably","","unsure","Young age","","","moderately","slightly","considerably","moderately","moderately","moderately","slightly","moderately","considerably","slightly","unsure","slightly","considerably","considerably","Age- and gender-independent recruitment","Robustness and quality of research plan","","no","","","","","","workshop"
"6wAE8jLyJ7uhm4waWVKwuH13GsS_inWA5XW89mRQwcp8FRO_XrkXaXpZrug9LggF","184334","592","133","2025-01-08 10:55:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ze0O0AZzz4Cc8IOwNJe_aGFSSr_iUtNk3A6HwpGw2tWGClNjFytib39O0ovcAGnw","184335","592","134","2025-01-08 10:55:25","2025-01-08 10:58:40","2025-01-08 10:58:40","","1","MScStudent","aware","aware","aware","aware","aware","aware","aware","detrimental","detrimental","detrimental","detrimental","detrimental","detrimental","detrimental","none","none","none","none","none","none","none","","","","","","","","no","no","no","no","no","no","no","","","","","","","","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","","","","essential","essential","essential","essential","essential","","","","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","considerably","slightly","slightly","","","","","slightly","none","slightly","none","none","slightly","slightly","moderately","moderately","moderately","none","moderately","moderately","moderately","","","","no","","","","","","workshop"
"aJ55oqqN4swaLGllbYPIdLBfgAhv0AWlK9OvzPp-U8lbgIodzQL9Pt1kCSaE97PI","184359","592","135","2025-01-08 11:21:06","2025-01-08 11:21:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGhkLMmzNXP1OVVjmr2uYf6CszL4QNmhjprfZyejf2McSDNjCRybTXxc-Qt2RYYd","184366","592","136","2025-01-08 11:34:05","2025-01-08 14:03:14","2025-01-08 14:03:14","","1","PhDStudent","practicing","practicing","practicing","using","using","aware","using","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","na","training, norms, incentives, none","training, norms, incentives, none","training","infrastructure, training","infrastructure, training, norms, incentives, policy","infrastructure, training, norms, incentives, policy","","","","","","","","no","no","no","no","no","no","no","","","","","","","","written","workshop","workshop","written","written","workshop","written","written","written","","","","useful","essential","useful","useful","useful","","","","considerably","considerably","considerably","moderately","moderately","considerably","slightly","moderately","slightly","slightly","unsure","unsure","moderately","none","","","","moderately","moderately","considerably","moderately","moderately","slightly","slightly","none","slightly","none","none","slightly","","","","","","maybe","","","","","","written"
"ULeM2ZD_qfphEHhSe-Uty3pFEGDs6bbfpZuOmJ7I68byqgIkX5l0MDksm_HZCfbI","184378","592","137","2025-01-08 11:50:11","2025-01-08 12:48:09","2025-01-08 12:48:09","","1","PostDocs","using","unsure","unsure","aware","aware","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","unsure","unsure","none","infrastructure","infrastructure","na","none","incentives, policy","incentives, policy","","","","","","","","no","no","no","no","no","unsure","unsure","","","","","","","","written","workshop","workshop","workshop","written","workshop","written","written","workshop","","","","useful","unsure","essential","essential","useful","","","","moderately","considerably","unsure","considerably","unsure","considerably","unsure","moderately","unsure","unsure","unsure","considerably","considerably","unsure","","","","moderately","moderately","considerably","considerably","slightly","considerably","moderately","considerably","moderately","moderately","slightly","none","considerably","moderately","","","","no","","","","","","written"
"WFMU74BIfg7uVVDjX9mGUr4xFTuadOw5qHSod38DORe9isKj0a2nlj_GKFnuvuny","184387","592","138","2025-01-08 11:57:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sVTNCRJlRrIXfUsufpZ6_I15vZy_sRHxQAJWfFR7A1tM0zwpb6fuLYwgMqU-7qr2","184388","592","139","2025-01-08 11:57:10","2025-01-08 12:00:16","","","1","PhDStudent","using","practicing","practicing","using","using","using","using","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VE3jYcKOS1SXBkWTyb0sfzI5UQ_FjQyAy4Bvyw-xOpT3PKKbFqwmWLq4Gf_JbimY","184403","592","140","2025-01-08 12:07:25","2025-01-17 15:55:01","2025-01-17 15:55:01","","1","PIs","practicing","aware","aware","practicing","practicing","aware","aware","beneficial","beneficial","beneficial","beneficial","beneficial","unsure","unsure","none","training, norms, incentives, policy","training, norms, incentives, policy","none","none","training, norms, incentives, policy","training, norms, incentives, policy","","","","","","","","no","yes","yes","no","no","yes","yes","","","","","","","","written","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","","","","essential","useful","useful","useful","useful","","","","considerably","considerably","considerably","considerably","considerably","considerably","considerably","slightly","moderately","moderately","moderately","considerably","considerably","moderately","","","","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","","","","maybe","","","","","","workshop"
"Jkb5D6JE1aav-mGanC6gGWZnFckptubK0V5WpydQ0RvKLTuSZBUvYZM2vRFGfXu1","184405","592","141","2025-01-08 12:10:33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hVnXurDg-sZHYIGu_X8Z8xkrVGpki0lEJ_bMkr3pLgONulont9X1PE3imzSxqLTY","184406","592","142","2025-01-08 12:10:34","2025-01-08 12:57:13","2025-01-08 12:57:13","","1","SupportStaff","na","na","unsure","na","practicing","na","na","na","na","unsure","na","beneficial","na","na","na","na","unsure","na","infrastructure, norms, incentives","na","na","","","","","","","","na","na","unsure","na","no","na","na","","","","","","","","na","na","unsure","na","na","na","workshop","na","na","","","","useful","useful","essential","essential","useful","","","","na","na","na","na","na","na","na","na","na","slightly","none","na","na","na","","","","na","na","na","na","na","na","na","na","na","moderately","none","na","na","na","","","","no","","","","","","na"
"qpFbcgzVNWmpVsiT0npAyw2H0hzWR-iWUripM81pPEAxO33DZ-G1_iKQnjtAKLQT","184440","592","143","2025-01-08 12:47:58","2025-01-08 12:47:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X0Si_HWnSlFfCBWKyoZJZJ7uN4mZCmdgrSfnId9OGraqOU3jsUC4vPXWlYx_dJIS","184442","592","144","2025-01-08 12:49:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEBEOE05gOQvocu0yrbeVYDPcwLhyK3uac-PJNHBh4g88LJEhIbMguG9TfLXjmeZ","184443","592","145","2025-01-08 12:49:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8-yPHcBhNcVkHvU7Yocv0h-2rmndohqFjmMQ_7oHKWo-dHF6-RG9TtJHZewrONY","184514","592","146","2025-01-08 14:33:28","2025-01-08 15:04:22","2025-01-08 15:04:22","","1","PostDocs","using","aware","practicing","using","using","aware","unsure","neutral","beneficial","beneficial","beneficial","neutral","unsure","neutral","incentives","infrastructure, norms, incentives, policy","infrastructure, training","none","incentives","infrastructure, norms, incentives, policy","unsure","","","","","","","","no","no","no","no","no","yes","unsure","","","","","","lack of flexibility. Is scooping and issue here?","","written","workshop","workshop","unsure","none_wanted","workshop","written","written","written","","","","essential","useful","useful","essential","useful","","","","considerably","considerably","moderately","moderately","none","considerably","slightly","considerably","moderately","none","slightly","moderately","slightly","none","","","","moderately","moderately","considerably","moderately","slightly","considerably","moderately","considerably","considerably","slightly","unsure","slightly","moderately","moderately","","","","no","","","","","","workshop"
"yc_KR1KWoElvRJUoz5xMGuXY-6LksiBXFf2pEJPZdFKG3jeiQ95aol_4AUxFqaL2","184571","592","147","2025-01-08 16:03:46","2025-01-08 16:03:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a4Qlh-Jx6FTh8RH7_VGG_u9CnJ1ftBbgVgtHimDpN_gE6zNh_fio5LvJQLuY6j2k","184696","592","148","2025-01-08 19:24:40","2025-01-08 19:24:40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QGK7zLMAWepj-2tHliwgI--93uGrCBZDo7q4rKIcZVw2tWfBoNhOihfuEbfNOVl","184786","592","149","2025-01-08 22:11:26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vCYt8L-EzTocgltWGXmosTgzW3xqIlR_Z4bdZfcZ3xyDnJtScjJlfBBZ_0a7J8f2","184787","592","150","2025-01-08 22:11:27","2025-01-08 22:23:47","2025-01-08 22:23:47","","1","PhDStudent","practicing","aware","using","practicing","practicing","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","unsure","unsure","none","norms, incentives, policy","infrastructure, training, norms, incentives, policy","none","norms, incentives","norms, incentives, policy","infrastructure, training, norms, incentives, policy","","","","","","","","no","no","no","no","no","no","no","","","","","","","","none_wanted","written","written","written","written","written","written","written","written","","","","essential","useful","useless","essential","useful","","","","slightly","slightly","moderately","considerably","slightly","na","na","na","na","na","na","considerably","unsure","none","","","","moderately","slightly","considerably","considerably","slightly","na","na","na","moderately","na","na","slightly","unsure","moderately","","","","no","","","","","","written"
